Student_ID,Student_Name,Age,Education_Level,Course,Semester,Registered_Subjects,Learning_Goal
S08415,Sarah Banks,22,Postgraduate,MBA,Semester 2,Strategic Management; Financial Management; Marketing Management; Human Resource Management; Operations Management,Exam Preparation
S08416,Kristin Valencia,22,Undergraduate,LLB,Year 2,Constitutional Law; Criminal Law; Contract Law; Law of Torts; Jurisprudence; Family Law,Skill Building
S08417,Jordan Baxter,17,Grade 6-12,Grade 12 - Arts,Annual,History; Political Science; Geography; Sociology; English,Research Preparation
S08418,Ann Moore,14,Grade 6-12,Grade 9,Annual,Mathematics; Science; English; Social Science; Computer Basics,Revision & Practice
S08419,David Dunlap,24,Undergraduate,LLB,Year 1,Constitutional Law; Criminal Law; Contract Law; Law of Torts; Jurisprudence; Family Law,Career Growth
S08420,John Hunt,16,Grade 6-12,Grade 11 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Certification Prep
S08421,James Griffin,21,Undergraduate,BSc Science,Semester 1,Physics; Chemistry; Mathematics; Botany; Zoology,Exam Preparation
S08422,Sandra Guerra,19,Diploma,Diploma in Civil Engineering,Semester 5,Surveying; Structural Analysis; Building Materials; Concrete Technology; Geotechnical Engineering; Transportation Engineering,Certification Prep
S08423,Angela Harrington,12,Grade 6-12,Grade 7,Annual,Mathematics; Science; English; Social Science; Hindi,Grade Improvement
S08424,Laura Garcia,13,Grade 6-12,Grade 7,Annual,Mathematics; Science; English; Social Science; Hindi,Grade Improvement
S08425,Joy Brooks,18,Undergraduate,BCom,Semester 1,Financial Accounting; Business Law; Economics; Taxation; Auditing; Cost Accounting,College Admission Prep
S08426,Kenneth Watts,18,Undergraduate,BTech Computer Science,Semester 5,OOP; DBMS; Operating Systems; Computer Networks; Data Structures; Algorithms; Software Engineering; Web Technologies,Career Growth
S08427,Ricky Munoz,11,Grade 6-12,Grade 6,Annual,Mathematics; Science; English; Social Science; Hindi,College Admission Prep
S08428,Daniel Garcia,19,Diploma,Diploma in Civil Engineering,Semester 5,Surveying; Structural Analysis; Building Materials; Concrete Technology; Geotechnical Engineering; Transportation Engineering,Revision & Practice
S08429,Lisa Thompson,15,Grade 6-12,Grade 9,Annual,Mathematics; Science; English; Social Science; Computer Basics,Skill Building
S08430,Olivia Holmes,22,Undergraduate,BBA,Semester 2,Principles of Management; Marketing Management; Financial Accounting; Business Economics; Organizational Behavior; Business Statistics,Competitive Exam Prep
S08431,Mary Alvarez,24,Undergraduate,MBBS,Year 2,Anatomy; Physiology; Biochemistry; Pathology; Pharmacology; Microbiology; Forensic Medicine,Skill Building
S08432,Jeffrey Gray,29,Postgraduate,LLM,Semester 1,Advanced Constitutional Law; International Law; Corporate Law; Human Rights Law,Research Preparation
S08433,Steven Olson,17,Grade 6-12,Grade 12 - Arts,Annual,History; Political Science; Geography; Sociology; English,Certification Prep
S08434,Eric Salazar,17,Grade 6-12,Grade 12 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Career Growth
S08435,Michelle Fowler,25,Postgraduate,MSc,Semester 3,Advanced Physics; Advanced Chemistry; Advanced Mathematics; Advanced Biology,Grade Improvement
S08436,William Reynolds,11,Grade 6-12,Grade 6,Annual,Mathematics; Science; English; Social Science; Hindi,Grade Improvement
S08437,Johnathan Rogers,20,Undergraduate,BTech Computer Science,Semester 8,OOP; DBMS; Operating Systems; Computer Networks; Data Structures; Algorithms; Software Engineering; Web Technologies,College Admission Prep
S08438,Justin Sampson,16,Grade 6-12,Grade 10,Annual,Mathematics; Science; English; Social Science; Computer Basics,Competitive Exam Prep
S08439,Sandra Baker,20,Undergraduate,BCom,Semester 4,Financial Accounting; Business Law; Economics; Taxation; Auditing; Cost Accounting,Exam Preparation
S08440,Stephanie Tucker,18,Grade 6-12,Grade 12 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Grade Improvement
S08441,Melissa Evans,17,Grade 6-12,Grade 11 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Grade Improvement
S08442,Daniel Wheeler,15,Grade 6-12,Grade 10,Annual,Mathematics; Science; English; Social Science; Computer Basics,Career Growth
S08443,Zachary Beck,23,Undergraduate,LLB,Year 3,Constitutional Law; Criminal Law; Contract Law; Law of Torts; Jurisprudence; Family Law,Career Growth
S08444,Travis Schneider,19,Undergraduate,MBBS,Year 2,Anatomy; Physiology; Biochemistry; Pathology; Pharmacology; Microbiology; Forensic Medicine,Concept Mastery
S08445,Scott Miranda,19,Undergraduate,BTech Mechanical Engineering,Semester 4,Thermodynamics; Fluid Mechanics; Machine Design; Manufacturing Processes; Strength of Materials; Heat Transfer,Career Growth
S08446,Deborah Alvarado,17,Grade 6-12,Grade 12 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,Skill Building
S08447,Mary Benson,19,Undergraduate,BTech Computer Science,Semester 7,OOP; DBMS; Operating Systems; Computer Networks; Data Structures; Algorithms; Software Engineering; Web Technologies,Grade Improvement
S08448,Mr. Tommy Mcdonald,17,Grade 6-12,Grade 12 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Certification Prep
S08449,Jennifer Garcia,13,Grade 6-12,Grade 8,Annual,Mathematics; Science; English; Social Science; Hindi,Skill Building
S08450,Matthew Simon,24,Postgraduate,MBA,Semester 1,Strategic Management; Financial Management; Marketing Management; Human Resource Management; Operations Management,College Admission Prep
S08451,Brandon Ferguson PhD,19,Diploma,Diploma in Mechanical Engineering,Semester 2,Engineering Mechanics; Thermodynamics; Machine Design; Manufacturing Processes; Strength of Materials; Fluid Mechanics,Grade Improvement
S08452,Daniel Ortega,21,Undergraduate,BCom,Semester 3,Financial Accounting; Business Law; Economics; Taxation; Auditing; Cost Accounting,Certification Prep
S08453,Scott Herrera,17,Grade 6-12,Grade 11 - Arts,Annual,History; Political Science; Geography; Sociology; English,Exam Preparation
S08454,Hannah Smith,17,Grade 6-12,Grade 11 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,Skill Building
S08455,Nicole Floyd,17,Grade 6-12,Grade 11 - Arts,Annual,History; Political Science; Geography; Sociology; English,Grade Improvement
S08456,Katelyn Harper,20,Undergraduate,BTech Mechanical Engineering,Semester 4,Thermodynamics; Fluid Mechanics; Machine Design; Manufacturing Processes; Strength of Materials; Heat Transfer,Grade Improvement
S08457,Heidi Mason,22,Undergraduate,BTech Artificial Intelligence,Semester 3,Machine Learning; Deep Learning; Statistics; OOP; DBMS; Natural Language Processing; Computer Vision; Reinforcement Learning,Research Preparation
S08458,Jennifer Moore,16,Grade 6-12,Grade 11 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,Skill Building
S08459,Kiara Stout,19,Undergraduate,BCom,Semester 4,Financial Accounting; Business Law; Economics; Taxation; Auditing; Cost Accounting,Certification Prep
S08460,Autumn Lee,22,Undergraduate,LLB,Year 2,Constitutional Law; Criminal Law; Contract Law; Law of Torts; Jurisprudence; Family Law,Competitive Exam Prep
S08461,Daniel Fitzgerald,14,Grade 6-12,Grade 8,Annual,Mathematics; Science; English; Social Science; Hindi,Exam Preparation
S08462,Margaret Wallace,19,Diploma,Diploma in Civil Engineering,Semester 1,Surveying; Structural Analysis; Building Materials; Concrete Technology; Geotechnical Engineering; Transportation Engineering,Skill Building
S08463,John King,13,Grade 6-12,Grade 7,Annual,Mathematics; Science; English; Social Science; Hindi,College Admission Prep
S08464,Yolanda Wallace,16,Diploma,Diploma in Civil Engineering,Semester 1,Surveying; Structural Analysis; Building Materials; Concrete Technology; Geotechnical Engineering; Transportation Engineering,Competitive Exam Prep
S08465,Dawn Werner,11,Grade 6-12,Grade 6,Annual,Mathematics; Science; English; Social Science; Hindi,Competitive Exam Prep
S08466,Katherine Pacheco,23,Undergraduate,BTech Mechanical Engineering,Semester 1,Thermodynamics; Fluid Mechanics; Machine Design; Manufacturing Processes; Strength of Materials; Heat Transfer,College Admission Prep
S08467,Danielle Carter,21,Undergraduate,BBA,Semester 6,Principles of Management; Marketing Management; Financial Accounting; Business Economics; Organizational Behavior; Business Statistics,Career Growth
S08468,Michelle Armstrong,21,Undergraduate,BTech Electronics,Semester 5,Digital Signal Processing; Microprocessors; VLSI Design; Communication Systems; Control Systems; Embedded Systems,Competitive Exam Prep
S08469,Kelly Robinson DVM,21,Undergraduate,MBBS,Year 2,Anatomy; Physiology; Biochemistry; Pathology; Pharmacology; Microbiology; Forensic Medicine,Skill Building
S08470,Randall Johnson,21,Undergraduate,LLB,Year 1,Constitutional Law; Criminal Law; Contract Law; Law of Torts; Jurisprudence; Family Law,Certification Prep
S08471,Connor Summers,20,Undergraduate,BTech Electronics,Semester 5,Digital Signal Processing; Microprocessors; VLSI Design; Communication Systems; Control Systems; Embedded Systems,Skill Building
S08472,Blake Bailey,19,Diploma,Diploma in Civil Engineering,Semester 3,Surveying; Structural Analysis; Building Materials; Concrete Technology; Geotechnical Engineering; Transportation Engineering,Grade Improvement
S08473,Mary Williams,18,Grade 6-12,Grade 12 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Research Preparation
S08474,Paul Bentley,22,Undergraduate,BTech Electronics,Semester 7,Digital Signal Processing; Microprocessors; VLSI Design; Communication Systems; Control Systems; Embedded Systems,Career Growth
S08475,Richard Nelson,17,Grade 6-12,Grade 12 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,Research Preparation
S08476,Joshua Haynes,16,Grade 6-12,Grade 11 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,Concept Mastery
S08477,Joseph Edwards,24,Undergraduate,LLB,Year 1,Constitutional Law; Criminal Law; Contract Law; Law of Torts; Jurisprudence; Family Law,Skill Building
S08478,Steven Moore,13,Grade 6-12,Grade 8,Annual,Mathematics; Science; English; Social Science; Hindi,Certification Prep
S08479,Holly Cochran,24,Postgraduate,MBA,Semester 1,Strategic Management; Financial Management; Marketing Management; Human Resource Management; Operations Management,Research Preparation
S08480,Joshua Moody,17,Grade 6-12,Grade 11 - Arts,Annual,History; Political Science; Geography; Sociology; English,Exam Preparation
S08481,Jill Rhodes,14,Grade 6-12,Grade 8,Annual,Mathematics; Science; English; Social Science; Hindi,Research Preparation
S08482,Craig Patterson,17,Grade 6-12,Grade 12 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,Grade Improvement
S08483,Mrs. Megan Kelly DDS,16,Diploma,Diploma in Electronics Engineering,Semester 5,Circuit Theory; Digital Electronics; Microprocessors; Communication Systems; Electronic Devices; Control Systems,Revision & Practice
S08484,John Gibson,12,Grade 6-12,Grade 6,Annual,Mathematics; Science; English; Social Science; Hindi,Career Growth
S08485,Joshua Nelson,15,Grade 6-12,Grade 9,Annual,Mathematics; Science; English; Social Science; Computer Basics,Research Preparation
S08486,Daniel Owen,27,Postgraduate,MTech Artificial Intelligence,Semester 1,Deep Learning; Reinforcement Learning; Advanced Natural Language Processing; Advanced Computer Vision; Advanced Machine Learning,Career Growth
S08487,Nicole Salazar,19,Diploma,Diploma in Computer Science,Semester 3,Programming Fundamentals; Data Structures; DBMS; Web Development; Computer Networks; Operating Systems,Concept Mastery
S08488,Colton Munoz,14,Grade 6-12,Grade 9,Annual,Mathematics; Science; English; Social Science; Computer Basics,Competitive Exam Prep
S08489,Emily Vasquez,19,Undergraduate,BTech Mechanical Engineering,Semester 3,Thermodynamics; Fluid Mechanics; Machine Design; Manufacturing Processes; Strength of Materials; Heat Transfer,Certification Prep
S08490,Lucas Reynolds,11,Grade 6-12,Grade 6,Annual,Mathematics; Science; English; Social Science; Hindi,College Admission Prep
S08491,Tammy Edwards,19,Diploma,Diploma in Electronics Engineering,Semester 4,Circuit Theory; Digital Electronics; Microprocessors; Communication Systems; Electronic Devices; Control Systems,Competitive Exam Prep
S08492,Monica Gutierrez,21,Undergraduate,BTech Electronics,Semester 3,Digital Signal Processing; Microprocessors; VLSI Design; Communication Systems; Control Systems; Embedded Systems,Exam Preparation
S08493,Stacey Sampson,14,Grade 6-12,Grade 8,Annual,Mathematics; Science; English; Social Science; Hindi,Concept Mastery
S08494,Victor Gonzalez,16,Grade 6-12,Grade 11 - Arts,Annual,History; Political Science; Geography; Sociology; English,Certification Prep
S08495,Valerie Contreras,17,Grade 6-12,Grade 11 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,College Admission Prep
S08496,Suzanne Nunez,13,Grade 6-12,Grade 7,Annual,Mathematics; Science; English; Social Science; Hindi,Certification Prep
S08497,Jackson Fuller,16,Grade 6-12,Grade 11 - Arts,Annual,History; Political Science; Geography; Sociology; English,Skill Building
S08498,Kristina Hernandez,23,Undergraduate,BTech Computer Science,Semester 5,OOP; DBMS; Operating Systems; Computer Networks; Data Structures; Algorithms; Software Engineering; Web Technologies,Competitive Exam Prep
S08499,Kayla Mccann,22,Undergraduate,BBA,Semester 4,Principles of Management; Marketing Management; Financial Accounting; Business Economics; Organizational Behavior; Business Statistics,Certification Prep
S08500,Travis Caldwell,16,Grade 6-12,Grade 11 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,Exam Preparation
S08501,Nicholas Pacheco,19,Undergraduate,BCom,Semester 3,Financial Accounting; Business Law; Economics; Taxation; Auditing; Cost Accounting,Research Preparation
S08502,Michelle Marsh,15,Diploma,Diploma in Electronics Engineering,Semester 4,Circuit Theory; Digital Electronics; Microprocessors; Communication Systems; Electronic Devices; Control Systems,Certification Prep
S08503,Jonathon Gallagher,21,Undergraduate,BBA,Semester 1,Principles of Management; Marketing Management; Financial Accounting; Business Economics; Organizational Behavior; Business Statistics,College Admission Prep
S08504,Todd Garcia,22,Undergraduate,BBA,Semester 3,Principles of Management; Marketing Management; Financial Accounting; Business Economics; Organizational Behavior; Business Statistics,Revision & Practice
S08505,Megan Krueger,13,Grade 6-12,Grade 7,Annual,Mathematics; Science; English; Social Science; Hindi,Research Preparation
S08506,Carol Baker,18,Undergraduate,BTech Mechanical Engineering,Semester 2,Thermodynamics; Fluid Mechanics; Machine Design; Manufacturing Processes; Strength of Materials; Heat Transfer,Career Growth
S08507,Erica Moore,12,Grade 6-12,Grade 7,Annual,Mathematics; Science; English; Social Science; Hindi,Competitive Exam Prep
S08508,Thomas Richards,17,Grade 6-12,Grade 11 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,Research Preparation
S08509,Kimberly Shaffer,23,Undergraduate,BTech Artificial Intelligence,Semester 3,Machine Learning; Deep Learning; Statistics; OOP; DBMS; Natural Language Processing; Computer Vision; Reinforcement Learning,Grade Improvement
S08510,Gary Montgomery,15,Grade 6-12,Grade 9,Annual,Mathematics; Science; English; Social Science; Computer Basics,Skill Building
S08511,William Blake,23,Undergraduate,BTech Electronics,Semester 2,Digital Signal Processing; Microprocessors; VLSI Design; Communication Systems; Control Systems; Embedded Systems,College Admission Prep
S08512,Dennis Soto,14,Grade 6-12,Grade 8,Annual,Mathematics; Science; English; Social Science; Hindi,Career Growth
S08513,Jaime Lewis,14,Grade 6-12,Grade 8,Annual,Mathematics; Science; English; Social Science; Hindi,Certification Prep
S08514,Robert Ramirez,19,Undergraduate,BCom,Semester 3,Financial Accounting; Business Law; Economics; Taxation; Auditing; Cost Accounting,Career Growth
S08515,Ashley Davis,18,Undergraduate,BTech Electronics,Semester 2,Digital Signal Processing; Microprocessors; VLSI Design; Communication Systems; Control Systems; Embedded Systems,Grade Improvement
S08516,Kim Horn,17,Grade 6-12,Grade 12 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Certification Prep
S08517,Grace Lewis,22,Undergraduate,BSc Science,Semester 2,Physics; Chemistry; Mathematics; Botany; Zoology,Research Preparation
S08518,Chelsea Burch,15,Grade 6-12,Grade 9,Annual,Mathematics; Science; English; Social Science; Computer Basics,Skill Building
S08519,Brianna Harris,27,Postgraduate,LLM,Semester 3,Advanced Constitutional Law; International Law; Corporate Law; Human Rights Law,Certification Prep
S08520,Maria Garcia,11,Grade 6-12,Grade 6,Annual,Mathematics; Science; English; Social Science; Hindi,Exam Preparation
S08521,Jill Bean,19,Undergraduate,BCom,Semester 5,Financial Accounting; Business Law; Economics; Taxation; Auditing; Cost Accounting,Concept Mastery
S08522,Eric Garcia,19,Diploma,Diploma in Mechanical Engineering,Semester 5,Engineering Mechanics; Thermodynamics; Machine Design; Manufacturing Processes; Strength of Materials; Fluid Mechanics,Skill Building
S08523,Diana Crawford,20,Undergraduate,LLB,Year 1,Constitutional Law; Criminal Law; Contract Law; Law of Torts; Jurisprudence; Family Law,Competitive Exam Prep
S08524,James Taylor,12,Grade 6-12,Grade 7,Annual,Mathematics; Science; English; Social Science; Hindi,Concept Mastery
S08525,Benjamin Stanley,15,Grade 6-12,Grade 9,Annual,Mathematics; Science; English; Social Science; Computer Basics,Concept Mastery
S08526,David Adams,18,Undergraduate,BBA,Semester 3,Principles of Management; Marketing Management; Financial Accounting; Business Economics; Organizational Behavior; Business Statistics,Career Growth
S08527,Brent Lopez,18,Diploma,Diploma in Computer Science,Semester 2,Programming Fundamentals; Data Structures; DBMS; Web Development; Computer Networks; Operating Systems,Revision & Practice
S08528,Daniel Price,17,Grade 6-12,Grade 11 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,Certification Prep
S08529,Jordan Johns,11,Grade 6-12,Grade 6,Annual,Mathematics; Science; English; Social Science; Hindi,Revision & Practice
S08530,Eddie Velez,23,Undergraduate,BTech Electronics,Semester 8,Digital Signal Processing; Microprocessors; VLSI Design; Communication Systems; Control Systems; Embedded Systems,Grade Improvement
S08531,Kenneth Esparza,20,Undergraduate,BTech Artificial Intelligence,Semester 5,Machine Learning; Deep Learning; Statistics; OOP; DBMS; Natural Language Processing; Computer Vision; Reinforcement Learning,Exam Preparation
S08532,Karen Rodriguez,16,Grade 6-12,Grade 11 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Skill Building
S08533,Patricia Bennett,17,Diploma,Diploma in Civil Engineering,Semester 3,Surveying; Structural Analysis; Building Materials; Concrete Technology; Geotechnical Engineering; Transportation Engineering,Skill Building
S08534,Jacqueline Webb,18,Grade 6-12,Grade 12 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,College Admission Prep
S08535,Melissa Jones,12,Grade 6-12,Grade 7,Annual,Mathematics; Science; English; Social Science; Hindi,Certification Prep
S08536,Tyler Porter,16,Grade 6-12,Grade 11 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,Grade Improvement
S08537,Joshua Singleton,14,Grade 6-12,Grade 8,Annual,Mathematics; Science; English; Social Science; Hindi,Skill Building
S08538,Anthony Evans,15,Diploma,Diploma in Computer Science,Semester 4,Programming Fundamentals; Data Structures; DBMS; Web Development; Computer Networks; Operating Systems,Career Growth
S08539,Robin Walker,13,Grade 6-12,Grade 7,Annual,Mathematics; Science; English; Social Science; Hindi,Competitive Exam Prep
S08540,Ronald Martin,29,Postgraduate,MD,Year 3,Advanced Pathology; Clinical Medicine; Surgery; Radiology; Advanced Pharmacology,Certification Prep
S08541,Martha Flynn,20,Undergraduate,BBA,Semester 6,Principles of Management; Marketing Management; Financial Accounting; Business Economics; Organizational Behavior; Business Statistics,Research Preparation
S08542,Jeffrey Evans,17,Grade 6-12,Grade 11 - Arts,Annual,History; Political Science; Geography; Sociology; English,Exam Preparation
S08543,Angela Johnson,18,Grade 6-12,Grade 12 - Arts,Annual,History; Political Science; Geography; Sociology; English,Grade Improvement
S08544,Melinda Hall,16,Grade 6-12,Grade 10,Annual,Mathematics; Science; English; Social Science; Computer Basics,Exam Preparation
S08545,Jasmine Buck,21,Undergraduate,BSc Science,Semester 5,Physics; Chemistry; Mathematics; Botany; Zoology,Grade Improvement
S08546,Laura Sanford,23,Undergraduate,BTech Computer Science,Semester 1,OOP; DBMS; Operating Systems; Computer Networks; Data Structures; Algorithms; Software Engineering; Web Technologies,Skill Building
S08547,Nicole Brewer,16,Diploma,Diploma in Civil Engineering,Semester 1,Surveying; Structural Analysis; Building Materials; Concrete Technology; Geotechnical Engineering; Transportation Engineering,Concept Mastery
S08548,Carlos Olsen,12,Grade 6-12,Grade 6,Annual,Mathematics; Science; English; Social Science; Hindi,Career Growth
S08549,Dr. Linda Fleming MD,22,Undergraduate,BSc Science,Semester 4,Physics; Chemistry; Mathematics; Botany; Zoology,Research Preparation
S08550,Scott Hansen,22,Undergraduate,BBA,Semester 2,Principles of Management; Marketing Management; Financial Accounting; Business Economics; Organizational Behavior; Business Statistics,College Admission Prep
S08551,James Gardner,16,Grade 6-12,Grade 11 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,College Admission Prep
S08552,Julie Smith,17,Grade 6-12,Grade 12 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Concept Mastery
S08553,Bruce Rivera,13,Grade 6-12,Grade 8,Annual,Mathematics; Science; English; Social Science; Hindi,Skill Building
S08554,Kyle Walsh,20,Undergraduate,BTech Civil Engineering,Semester 7,Structural Engineering; Geotechnical Engineering; Transportation Engineering; Surveying; Concrete Technology; Environmental Engineering,Certification Prep
S08555,Charles Baxter,11,Grade 6-12,Grade 6,Annual,Mathematics; Science; English; Social Science; Hindi,Grade Improvement
S08556,Jennifer Smith,21,Undergraduate,BTech Electronics,Semester 8,Digital Signal Processing; Microprocessors; VLSI Design; Communication Systems; Control Systems; Embedded Systems,Revision & Practice
S08557,Jay Moss,16,Grade 6-12,Grade 11 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,College Admission Prep
S08558,Krista Hicks,11,Grade 6-12,Grade 6,Annual,Mathematics; Science; English; Social Science; Hindi,Grade Improvement
S08559,Donald Smith,20,Undergraduate,BTech Artificial Intelligence,Semester 1,Machine Learning; Deep Learning; Statistics; OOP; DBMS; Natural Language Processing; Computer Vision; Reinforcement Learning,Career Growth
S08560,Tanya Hall,25,Postgraduate,LLM,Semester 3,Advanced Constitutional Law; International Law; Corporate Law; Human Rights Law,Certification Prep
S08561,Isabel Hall,23,Postgraduate,LLM,Semester 4,Advanced Constitutional Law; International Law; Corporate Law; Human Rights Law,College Admission Prep
S08562,Elizabeth Fleming,16,Grade 6-12,Grade 11 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Grade Improvement
S08563,Angela Russell,15,Diploma,Diploma in Computer Science,Semester 4,Programming Fundamentals; Data Structures; DBMS; Web Development; Computer Networks; Operating Systems,Exam Preparation
S08564,Stephen Nguyen,25,Undergraduate,LLB,Year 3,Constitutional Law; Criminal Law; Contract Law; Law of Torts; Jurisprudence; Family Law,College Admission Prep
S08565,Eric Hull,15,Grade 6-12,Grade 10,Annual,Mathematics; Science; English; Social Science; Computer Basics,Exam Preparation
S08566,Daniel Vaughn,14,Grade 6-12,Grade 8,Annual,Mathematics; Science; English; Social Science; Hindi,Revision & Practice
S08567,Alexander Martin,14,Grade 6-12,Grade 9,Annual,Mathematics; Science; English; Social Science; Computer Basics,Research Preparation
S08568,Anthony Morton,21,Undergraduate,LLB,Year 3,Constitutional Law; Criminal Law; Contract Law; Law of Torts; Jurisprudence; Family Law,Certification Prep
S08569,Thomas Sanchez,26,Postgraduate,MTech Computer Science,Semester 2,Advanced Algorithms; Distributed Systems; Cloud Computing; Advanced DBMS; Advanced Operating Systems,Research Preparation
S08570,Gary Palmer,12,Grade 6-12,Grade 6,Annual,Mathematics; Science; English; Social Science; Hindi,Competitive Exam Prep
S08571,Michelle Knight,23,Undergraduate,BTech Civil Engineering,Semester 2,Structural Engineering; Geotechnical Engineering; Transportation Engineering; Surveying; Concrete Technology; Environmental Engineering,Certification Prep
S08572,Daniel Morton,13,Grade 6-12,Grade 8,Annual,Mathematics; Science; English; Social Science; Hindi,Concept Mastery
S08573,Jordan Vasquez,21,Undergraduate,LLB,Year 1,Constitutional Law; Criminal Law; Contract Law; Law of Torts; Jurisprudence; Family Law,Grade Improvement
S08574,Scott Lyons Jr.,16,Grade 6-12,Grade 11 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Research Preparation
S08575,Jonathan Solomon,19,Diploma,Diploma in Civil Engineering,Semester 1,Surveying; Structural Analysis; Building Materials; Concrete Technology; Geotechnical Engineering; Transportation Engineering,Grade Improvement
S08576,Elizabeth Anderson,19,Undergraduate,BTech Mechanical Engineering,Semester 7,Thermodynamics; Fluid Mechanics; Machine Design; Manufacturing Processes; Strength of Materials; Heat Transfer,Certification Prep
S08577,Melissa Smith,18,Undergraduate,BTech Artificial Intelligence,Semester 3,Machine Learning; Deep Learning; Statistics; OOP; DBMS; Natural Language Processing; Computer Vision; Reinforcement Learning,Revision & Practice
S08578,James Fernandez,16,Grade 6-12,Grade 10,Annual,Mathematics; Science; English; Social Science; Computer Basics,College Admission Prep
S08579,Mark Peters,20,Undergraduate,BBA,Semester 4,Principles of Management; Marketing Management; Financial Accounting; Business Economics; Organizational Behavior; Business Statistics,Skill Building
S08580,David Cruz,25,Undergraduate,LLB,Year 1,Constitutional Law; Criminal Law; Contract Law; Law of Torts; Jurisprudence; Family Law,College Admission Prep
S08581,Peter Chavez,16,Grade 6-12,Grade 10,Annual,Mathematics; Science; English; Social Science; Computer Basics,Certification Prep
S08582,Judith Glenn,18,Grade 6-12,Grade 12 - Arts,Annual,History; Political Science; Geography; Sociology; English,Grade Improvement
S08583,Antonio Hughes,17,Grade 6-12,Grade 12 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Skill Building
S08584,Frederick Finley,23,Postgraduate,MTech Artificial Intelligence,Semester 2,Deep Learning; Reinforcement Learning; Advanced Natural Language Processing; Advanced Computer Vision; Advanced Machine Learning,Grade Improvement
S08585,Tara Lloyd,16,Grade 6-12,Grade 11 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,Grade Improvement
S08586,Mark Wilkinson,19,Undergraduate,BTech Artificial Intelligence,Semester 2,Machine Learning; Deep Learning; Statistics; OOP; DBMS; Natural Language Processing; Computer Vision; Reinforcement Learning,Research Preparation
S08587,Margaret Kennedy,17,Grade 6-12,Grade 11 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,Exam Preparation
S08588,Darren Thompson,17,Grade 6-12,Grade 12 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,Skill Building
S08589,Jennifer Poole,22,Undergraduate,BTech Civil Engineering,Semester 2,Structural Engineering; Geotechnical Engineering; Transportation Engineering; Surveying; Concrete Technology; Environmental Engineering,Research Preparation
S08590,Felicia Fischer,17,Grade 6-12,Grade 11 - Arts,Annual,History; Political Science; Geography; Sociology; English,Grade Improvement
S08591,Dr. Zachary Peterson DDS,21,Undergraduate,BBA,Semester 1,Principles of Management; Marketing Management; Financial Accounting; Business Economics; Organizational Behavior; Business Statistics,Research Preparation
S08592,Douglas Ferguson,16,Grade 6-12,Grade 11 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Competitive Exam Prep
S08593,Eric Marks,30,Postgraduate,MD,Year 2,Advanced Pathology; Clinical Medicine; Surgery; Radiology; Advanced Pharmacology,Research Preparation
S08594,Robert Anthony,15,Grade 6-12,Grade 10,Annual,Mathematics; Science; English; Social Science; Computer Basics,Research Preparation
S08595,Wanda Hughes,20,Undergraduate,BSc Science,Semester 4,Physics; Chemistry; Mathematics; Botany; Zoology,Research Preparation
S08596,Sarah Martin,20,Undergraduate,BSc Science,Semester 1,Physics; Chemistry; Mathematics; Botany; Zoology,Exam Preparation
S08597,Kristopher Allison,16,Grade 6-12,Grade 11 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Certification Prep
S08598,Heather Riley,19,Undergraduate,BTech Artificial Intelligence,Semester 8,Machine Learning; Deep Learning; Statistics; OOP; DBMS; Natural Language Processing; Computer Vision; Reinforcement Learning,Revision & Practice
S08599,Rebekah Gutierrez,17,Grade 6-12,Grade 11 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Certification Prep
